metricHash,metricInfo
bb4d5f3e8957ee7ef62cb8f3bcd8fc103258bc01,"{'__name__': 'node_load15', 'job': 'node', 'instance': '192.168.0.116:9100'}"
7b7dc4ea58e9ab443296ae89e5763af7fcebb81b,"{'__name__': 'node_disk_write_time_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.113:9100'}"
b0f2f9feaedc9d6fbbccc75978bc7fa09d2d4036,"{'__name__': 'node_disk_io_now', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.107:9100'}"
f768a588d4237950f0cfb5f5277ed013f3dc8fc0,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'netstat', 'job': 'node', 'instance': '192.168.0.113:9100'}"
c523974a267d62c8a1024105e3dc128411143f3b,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'nfs', 'job': 'node', 'instance': '192.168.0.107:9100'}"
55d616cd977f4b3b29ffc3a769b8a2563912c66e,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'mdadm', 'job': 'node', 'instance': '192.168.0.109:9100'}"
f26070d3eba8b4861711d0ba9fd8b251ee9c5aa8,"{'__name__': 'node_netstat_Tcp_PassiveOpens', 'job': 'node', 'instance': '192.168.0.107:9100'}"
075749efe99308b361c74ea37984907f5617e4f4,"{'__name__': 'node_memory_Active_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
a5f7ea7d2a9d435b47c583f8aa687fb0415d2e23,"{'__name__': 'node_disk_io_time_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.108:9100'}"
41694f3c2ea1c30e081631bf4e944ee74380327f,"{'__name__': 'node_timex_frequency_adjustment_ratio', 'job': 'node', 'instance': '192.168.0.113:9100'}"
83911f6d1479fe0afba4b01d879d0b0e2c3cf92d,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.113:9100', 'mode': 'nice'}"
2488ca9810f5b3356c1231fda63fc42d47e055e9,"{'__name__': 'node_time_seconds', 'job': 'node', 'instance': '192.168.0.108:9100'}"
fb1138efc8012e747c3723ebd8f77e70815c438b,"{'__name__': 'go_memstats_heap_inuse_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
095c69b5ec3bdbb95326d1f753f706e48962c04f,"{'__name__': 'node_network_receive_packets_total', 'job': 'node', 'device': 'lo', 'instance': '192.168.0.108:9100'}"
fc34118423e782ef482fc02aedb15291da2b51cf,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'bcache', 'job': 'node', 'instance': '192.168.0.109:9100'}"
3905fe7c004c30d35c836ba30aa2db969711c9fe,"{'__name__': 'process_resident_memory_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
976e6d4e8a7ec00e32ec93b34c2f38d8492ac91e,"{'__name__': 'node_disk_reads_completed_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.113:9100'}"
14d81bfca41683cc30f48d45c267820c9fcbda81,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'netclass', 'job': 'node', 'instance': '192.168.0.116:9100'}"
576a14e75414b6ccead1e42cfb8b5925d3174184,"{'__name__': 'node_disk_read_time_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.108:9100'}"
1e29a426a2258874f9cbb8689458909dd9d085ff,"{'__name__': 'node_procs_blocked', 'job': 'node', 'instance': '192.168.0.107:9100'}"
173fd762554d2036365128aea2c793f06394fd07,"{'__name__': 'node_memory_Dirty_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
d781674940965dff95ee5569cfd608accf7f4e42,"{'__name__': 'node_load1', 'job': 'node', 'instance': '192.168.0.107:9100'}"
fbf5c30890c8e5a917ab2e54310bc18de0814574,"{'__name__': 'go_memstats_other_sys_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
7ce37b95947d27775788beaa9899ea94c888434c,"{'__name__': 'node_sockstat_TCP_inuse', 'job': 'node', 'instance': '192.168.0.109:9100'}"
36ac3cabc842cef736a4c4aa164a1997823104fe,"{'__name__': 'node_disk_writes_merged_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.108:9100'}"
2f18a32e3bd2de388bd15fca6365e262de6399ae,"{'__name__': 'node_memory_Mapped_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
893954923fa66520873628280b7e20a95de291ff,"{'__name__': 'node_sockstat_TCP_alloc', 'job': 'node', 'instance': '192.168.0.113:9100'}"
bf8da3645d7a9e03c641b652826fb4786a84156c,"{'__name__': 'go_memstats_heap_idle_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
8d795ce8b22c13cb7d12765dca61f7715c0b940a,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'vmstat', 'job': 'node', 'instance': '192.168.0.116:9100'}"
7e64f02a965f5e4eb27c4d5ed869edfa4c5c04d6,"{'__name__': 'node_sockstat_TCP_inuse', 'job': 'node', 'instance': '192.168.0.113:9100'}"
d456b7448898b582c64534cba11ee6e605724ab6,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'ipvs', 'job': 'node', 'instance': '192.168.0.113:9100'}"
2690aa2f06d29e84c1530bb8aa09363881aa7aaf,"{'__name__': 'node_network_receive_packets_total', 'job': 'node', 'device': 'ens3', 'instance': '192.168.0.116:9100'}"
f4be591f1f2fd11ccdff70b9260f5d1b5af3057d,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.116:9100', 'mode': 'nice'}"
1286f3c7ffd32c27fbb10715765ce2145ffb389b,"{'__name__': 'node_memory_Slab_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
c159c8d0985c0b2807439a637406f8acf092c6d8,"{'__name__': 'node_disk_read_bytes_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.109:9100'}"
923017e8579b74012854300f236539193f9adaef,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'uname', 'job': 'node', 'instance': '192.168.0.107:9100'}"
1c5f905dce3ff77cc42e17a8fa232615ca43490d,"{'__name__': 'node_memory_Writeback_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
54ba643ef1116d7de67d918e35e22f494408dab7,"{'__name__': 'node_netstat_Tcp_CurrEstab', 'job': 'node', 'instance': '192.168.0.108:9100'}"
7698c19bbe7f592e9e68dbe08a384906cf32ca6b,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'edac', 'job': 'node', 'instance': '192.168.0.108:9100'}"
78851d19683901f10715fd7e41da7c9323d4b3a0,"{'__name__': 'node_disk_io_time_weighted_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.116:9100'}"
d7f12193856e91ee151bdfdc0ee4cf940496905a,"{'__name__': 'node_disk_io_now', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.113:9100'}"
a8a18d5c1544f0ce0ee89ae621c7995a5ef7b007,"{'__name__': 'node_procs_blocked', 'job': 'node', 'instance': '192.168.0.108:9100'}"
24d94589844f3e20778bc5d66260caa33a1fa6c0,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'netdev', 'job': 'node', 'instance': '192.168.0.109:9100'}"
b7d392f2e253a3d83d83bbfe38162bde0ae08aa0,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'hwmon', 'job': 'node', 'instance': '192.168.0.113:9100'}"
7fc549f400a395cb95e83ef54719f67e042cbabf,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'infiniband', 'job': 'node', 'instance': '192.168.0.113:9100'}"
356c3c53e54afb0ea7f0152fba8d20af300b5730,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'arp', 'job': 'node', 'instance': '192.168.0.113:9100'}"
5a5518208d4934c0e0adee3244ef8e3e54c4f0ce,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'netclass', 'job': 'node', 'instance': '192.168.0.107:9100'}"
6ec0ced3f153eace3b40601d62993d66b650349b,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.116:9100', 'mode': 'iowait'}"
9535573f09132b7be2234dc838fc95a7d416972d,"{'__name__': 'go_memstats_mallocs_total', 'job': 'node', 'instance': '192.168.0.107:9100'}"
c2b844f6084b5bccd1610d30f277269f536c6f56,"{'__name__': 'node_netstat_Tcp_RetransSegs', 'job': 'node', 'instance': '192.168.0.109:9100'}"
ee52cdac0f4229452bcd4e1fa2287ccf2926766a,"{'__name__': 'go_memstats_stack_sys_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
0ac2f9a186b23cae67ed4169c8bbc7b0c6e26408,"{'__name__': 'node_memory_Dirty_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
28be15da4b6912b57528a1c012791cf5e3bdcb6e,"{'__name__': 'node_disk_writes_completed_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.116:9100'}"
3062484d4db302b2168fe4b90be5cc18cd5e25db,"{'__name__': 'go_memstats_gc_cpu_fraction', 'job': 'node', 'instance': '192.168.0.116:9100'}"
9a5fc9e63d407edb57aec00c79977b4c7a1177e5,"{'__name__': 'node_sockstat_TCP_mem_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
c837141002d1a20bdec39c8fedb2807af1aa1fa0,"{'__name__': 'go_memstats_heap_inuse_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
3cb5301ae35a558fbd17c662ad23bc8201f8fefc,"{'__name__': 'go_memstats_last_gc_time_seconds', 'job': 'node', 'instance': '192.168.0.113:9100'}"
0e3fe2c10e64c4c886383fcf345487bb4472ba67,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'filesystem', 'job': 'node', 'instance': '192.168.0.107:9100'}"
8530fc3273154e6096c5b4c8cf75b7405fe7884b,"{'__name__': 'node_memory_MemAvailable_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
c60a049dcc01acfbc50783a8e22b95b00e1ea7aa,"{'__name__': 'process_virtual_memory_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
bd41266a57e341558854d093bbd004563fddbeb3,"{'__name__': 'node_memory_Inactive_file_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
9dbb3dd1bb1b434360efe1051d34c255a1d0d9b7,"{'__name__': 'go_memstats_heap_released_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
3e57535bef340e045a70bfbab47d2685d54a85c5,"{'__name__': 'node_memory_Active_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
b88033c34e47c390fea19be881f45cca4641c1d6,"{'__name__': 'node_disk_writes_completed_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.113:9100'}"
5f8780ccafeb69e49fadaf198e9a4249b7f4f0dc,"{'__name__': 'node_timex_status', 'job': 'node', 'instance': '192.168.0.113:9100'}"
7d974f90a51f05d222dde08dce86c9e3220769e7,"{'__name__': 'node_sockstat_sockets_used', 'job': 'node', 'instance': '192.168.0.107:9100'}"
e0801d15976786ba46dca6fc42ca25614c59501a,"{'__name__': 'node_memory_SUnreclaim_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
60ac4ac87245b3c5e436ec9414ebb8d61efe7043,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'ipvs', 'job': 'node', 'instance': '192.168.0.107:9100'}"
71e640ac0013c92041728eb639efd855fc2a669f,"{'__name__': 'go_memstats_alloc_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
066396894249cb87382a6c7897dc0363b43b4da8,"{'mountpoint': '/run', 'fstype': 'tmpfs', 'job': 'node', 'device': 'tmpfs', '__name__': 'node_filesystem_avail_bytes', 'instance': '192.168.0.107:9100'}"
e7e26711504f6e878e7cc4b5c5f1f76fba3b786d,"{'__name__': 'node_procs_blocked', 'job': 'node', 'instance': '192.168.0.109:9100'}"
097be63b1e4432da679275647d898adaa1c4b49c,"{'__name__': 'node_memory_AnonPages_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
4e96d31fb3522dddbed1042eed3de9ddfa641796,"{'__name__': 'node_memory_Inactive_anon_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
4112e3ce11b1b996c737da69ee1ce9c21a413ab2,"{'__name__': 'node_network_transmit_packets_total', 'job': 'node', 'device': 'ens3', 'instance': '192.168.0.108:9100'}"
37e4e9c5787e4aba27ceb732bc564cad5c06ede1,"{'__name__': 'go_memstats_buck_hash_sys_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
3553ca7936073747e516231b8ce8f8fed57b002d,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'nfs', 'job': 'node', 'instance': '192.168.0.109:9100'}"
c31e02cc274a4f3ecf6b30d76d09f02efe2750ba,"{'__name__': 'node_network_receive_packets_total', 'job': 'node', 'device': 'ens3', 'instance': '192.168.0.108:9100'}"
a446c01ba38b950ac301135ada23359a77146fec,"{'__name__': 'node_netstat_Tcp_RetransSegs', 'job': 'node', 'instance': '192.168.0.107:9100'}"
f9c5fe4f95f624c2b14176faaa451a4f1588e7a1,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'netstat', 'job': 'node', 'instance': '192.168.0.108:9100'}"
101266e61295e826f2e880fdec6fd5479eefa4c0,"{'__name__': 'node_filefd_allocated', 'job': 'node', 'instance': '192.168.0.113:9100'}"
2b5a799cf48d1b6acc9b17fbc822ce9e80ab407b,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'sockstat', 'job': 'node', 'instance': '192.168.0.108:9100'}"
0cf92f9fb294ab5672a133fc8e2719ffc424351d,"{'__name__': 'node_disk_io_time_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.113:9100'}"
e4c9888ec4fa97146ac0f9b04d08ba049c66477f,"{'__name__': 'node_netstat_IpExt_OutOctets', 'job': 'node', 'instance': '192.168.0.108:9100'}"
ff41b8f1c58383e4eb2b2e6699cd8c43698034bf,"{'__name__': 'node_network_receive_bytes_total', 'job': 'node', 'device': 'lo', 'instance': '192.168.0.116:9100'}"
dee682fba7dc1d495652f40668622fd777394361,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'uname', 'job': 'node', 'instance': '192.168.0.113:9100'}"
a77130cf091d2dadde0ea14e63e1ccfc6ab13948,"{'__name__': 'node_network_transmit_packets_total', 'job': 'node', 'device': 'lo', 'instance': '192.168.0.116:9100'}"
28c3e4916e692094b13e24698843a35cfc185e47,"{'__name__': 'node_procs_running', 'job': 'node', 'instance': '192.168.0.107:9100'}"
098bf8ea1c5269231226736e9b16a635ca5d74bb,"{'__name__': 'node_sockstat_TCP_alloc', 'job': 'node', 'instance': '192.168.0.116:9100'}"
cd54b823cf44648e4d9556693a91a5167cfefbf3,"{'__name__': 'node_time_seconds', 'job': 'node', 'instance': '192.168.0.109:9100'}"
b0e32e5e933a7fd14bf3e82128b5ebd4df58d110,"{'__name__': 'process_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.108:9100'}"
0d6c21e8e6e877867beca0b626f6ad40959a4654,"{'__name__': 'node_memory_Mapped_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
e162b619cf4e31497601e4e15837110c90eec26d,"{'__name__': 'node_memory_Active_anon_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
8e24b4b1029c43c210757ea1c5c1058b5b242cf2,"{'__name__': 'node_memory_Slab_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
5c9451d0469da40c565234bb25f07bf40b327d6a,"{'__name__': 'go_memstats_last_gc_time_seconds', 'job': 'node', 'instance': '192.168.0.116:9100'}"
a5f4bf79b631635f9b9330213a8282a760d5379c,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'mdadm', 'job': 'node', 'instance': '192.168.0.116:9100'}"
b3ad95e73341564aa425b1cf22762dfaded3de36,"{'__name__': 'node_load5', 'job': 'node', 'instance': '192.168.0.116:9100'}"
6d014900fa4d14353d54aaa435484ab5b0dfb5fb,"{'__name__': 'node_network_transmit_packets_total', 'job': 'node', 'device': 'ens3', 'instance': '192.168.0.116:9100'}"
c4faa4dae26392c683cfbba5dbcc554813051dbb,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.109:9100', 'quantile': '1'}"
2a758f6c79fef42da154b3c5e18e21a83b31177b,"{'__name__': 'node_entropy_available_bits', 'job': 'node', 'instance': '192.168.0.108:9100'}"
b5fde7fe42cf41e895ca7ec9ea370e5e513378f6,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.107:9100', 'mode': 'user'}"
ae6fc9079ea94a8ad62b7ba0a7211f49f492f9db,"{'__name__': 'node_netstat_IpExt_InOctets', 'job': 'node', 'instance': '192.168.0.108:9100'}"
263195abf1f549dc47b161787ea0e231b6046157,"{'__name__': 'node_network_receive_packets_total', 'job': 'node', 'device': 'ens3', 'instance': '192.168.0.107:9100'}"
79ddb7954f444fab78ba2648d7d95c7c367ded73,"{'__name__': 'go_memstats_heap_sys_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
f37566a19e8cca978de4d837d0b3c7117efc921f,"{'__name__': 'go_memstats_stack_inuse_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
1fc233ad5db1248941d2eb3c00426234c4078bb2,"{'__name__': 'node_memory_Slab_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
dcbd0ecf20e6bff82365f93dd4fa1746741c3a17,"{'__name__': 'node_netstat_IpExt_OutOctets', 'job': 'node', 'instance': '192.168.0.109:9100'}"
7368dabd54045ba5aeea6dd1239413775111e474,"{'__name__': 'node_timex_offset_seconds', 'job': 'node', 'instance': '192.168.0.108:9100'}"
d36ad8115d2c201e86276d3ce9eb7832d1888deb,"{'__name__': 'go_goroutines', 'job': 'node', 'instance': '192.168.0.107:9100'}"
46a173384eb224b9041554fa99bab23dd76bdf0d,"{'__name__': 'node_memory_PageTables_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
7dd085f6839a931bd0f7c187a899a00c31210ec7,"{'__name__': 'node_vmstat_pgfault', 'job': 'node', 'instance': '192.168.0.108:9100'}"
87d2bad4e28fc42e03ceae8dc6e5675821d5aadd,"{'__name__': 'node_sockstat_TCP_alloc', 'job': 'node', 'instance': '192.168.0.109:9100'}"
eed282915b8d07ea04add22d6202527cc39c0420,"{'__name__': 'go_memstats_alloc_bytes_total', 'job': 'node', 'instance': '192.168.0.108:9100'}"
ed17134c1366b87e8730fbd27a8e4a72b6a47986,"{'__name__': 'node_sockstat_TCP_mem_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
48873e55b632efb659f79e7db27925f17ae593e6,"{'__name__': 'node_netstat_Udp_OutDatagrams', 'job': 'node', 'instance': '192.168.0.109:9100'}"
a05e397c8c2429f5b2b73fcd85addf411a78ecc3,"{'__name__': 'node_timex_offset_seconds', 'job': 'node', 'instance': '192.168.0.109:9100'}"
79843755874f37e646eec26a115df338c255dee0,"{'__name__': 'node_disk_writes_merged_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.107:9100'}"
2d3f0a99620b5fb45413dae4a81d1cda0f7f4a2b,"{'__name__': 'node_memory_KernelStack_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
bca9d4fe09dcd9c0e1aa04e85216b6f3d2be32c3,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'netdev', 'job': 'node', 'instance': '192.168.0.113:9100'}"
b2145cbe880aae2993c0b54282f76d626333aa30,"{'__name__': 'node_load15', 'job': 'node', 'instance': '192.168.0.107:9100'}"
ed6fb771b75e8022b16c71e94860f50edbdf4ae7,"{'__name__': 'node_vmstat_pgpgin', 'job': 'node', 'instance': '192.168.0.108:9100'}"
d501e55bfa6ae425ee0e32284bbc43331d338de8,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.108:9100', 'mode': 'iowait'}"
0c7efbc79d2f96fc683a8f3ece3dc609b08ab0ac,"{'__name__': 'node_memory_KernelStack_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
0a2bbad8d5e965643997199f680859bbed81c550,"{'__name__': 'node_network_receive_bytes_total', 'job': 'node', 'device': 'ens3', 'instance': '192.168.0.107:9100'}"
6c2ad273f012eb02976b81a2f8989074818306b8,"{'__name__': 'node_memory_AnonPages_bytes', 'job': 'node', 'instance': '192.168.0.113:9100'}"
586039433c66b9970e99f857d1349ff0688170ae,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'infiniband', 'job': 'node', 'instance': '192.168.0.108:9100'}"
9f265a994fb7af4353ae51805809499476e59ca6,"{'__name__': 'node_sockstat_TCP_inuse', 'job': 'node', 'instance': '192.168.0.116:9100'}"
f7b56b1fef5f86ead458436fdd6aef58a5e9c336,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'nfs', 'job': 'node', 'instance': '192.168.0.113:9100'}"
0f2d923efaa4624e11ce7b6945e9c1cb4e56808d,"{'__name__': 'go_memstats_sys_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
b73dcf63a3332d29b4b5e582503293ab15b31e16,"{'__name__': 'node_netstat_Tcp_PassiveOpens', 'job': 'node', 'instance': '192.168.0.116:9100'}"
b276265c989ff995663e6353999a5b4e85b1b0f6,"{'__name__': 'node_disk_read_time_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.109:9100'}"
47bd5b7df16f9b32507151c67bfd87e363d8bb6c,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'filesystem', 'job': 'node', 'instance': '192.168.0.109:9100'}"
ccb2a5d07e938af9e19ad424014efa476498b417,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'meminfo', 'job': 'node', 'instance': '192.168.0.116:9100'}"
58358d2b08b04d7bba8cbf99b2c93ee43c246b1a,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'textfile', 'job': 'node', 'instance': '192.168.0.116:9100'}"
0f35168125bb2ee4f1df9c61308dd65c619df8c9,"{'__name__': 'node_memory_KernelStack_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
8e873424b46c28ff6c98f625275e9480e069383f,"{'__name__': 'node_memory_Committed_AS_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
dd63669428e95c07519e072b058e775c54c5a688,"{'__name__': 'node_sockstat_sockets_used', 'job': 'node', 'instance': '192.168.0.108:9100'}"
7f664befcbef1d92d6449f268abf60dfac5de578,"{'__name__': 'process_resident_memory_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
e422363efcb45a63316b5985ace0276c9592755e,"{'__name__': 'node_disk_written_bytes_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.109:9100'}"
ab9f1c0f8a439831445f42eb6d005403e00d996e,"{'__name__': 'go_memstats_gc_cpu_fraction', 'job': 'node', 'instance': '192.168.0.108:9100'}"
da424a8efac0c3067754d89e9482569eabf3a45f,"{'mountpoint': '/run', 'fstype': 'tmpfs', 'job': 'node', 'device': 'tmpfs', '__name__': 'node_filesystem_avail_bytes', 'instance': '192.168.0.113:9100'}"
d4ced12beac55fe6597eb1cf9bc3f3c1404a5b29,"{'__name__': 'node_disk_io_time_weighted_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.109:9100'}"
c83f6fdc836328abf3cf17dd99f9b6afa3a89e18,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'conntrack', 'job': 'node', 'instance': '192.168.0.116:9100'}"
16feed0f7233a8d9914c5d4e0c66496fedb18c3d,"{'__name__': 'go_memstats_heap_sys_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
096b9cbd8b6879fbce915887b45acfdc9ae50586,"{'__name__': 'node_memory_Shmem_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
bc4be0657b1b93f5b7f8afd9401234fdc2d07387,"{'mountpoint': '/', 'fstype': 'ext4', 'job': 'node', 'device': '/dev/vda1', '__name__': 'node_filesystem_free_bytes', 'instance': '192.168.0.107:9100'}"
8a0552c9142eeb9e251fbd0bb3bdb8f55f894e67,"{'__name__': 'node_network_transmit_bytes_total', 'job': 'node', 'device': 'ens3', 'instance': '192.168.0.113:9100'}"
3c04a4d490e4b92fe40b9f3fcf10bbbbdda0bedc,"{'__name__': 'node_memory_SReclaimable_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
37488a7ca9cd95e61e593fd3584ed45caff45830,"{'__name__': 'node_memory_SUnreclaim_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
28a31d6df683ed7b10a38d85e5fbd795e41c08d0,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.107:9100', 'mode': 'idle'}"
0e04f0650ebb959aa982dc30c2afa35d608fe433,"{'__name__': 'node_memory_Shmem_bytes', 'job': 'node', 'instance': '192.168.0.109:9100'}"
fb226b27be1fc453a9513bbaca9150386bd22ed8,"{'__name__': 'node_vmstat_pgfault', 'job': 'node', 'instance': '192.168.0.109:9100'}"
e3579c625d5e774a0f78f5a378df01effce5708a,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'bonding', 'job': 'node', 'instance': '192.168.0.107:9100'}"
83551ae973e9130796195760d184489f2cb30075,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'bonding', 'job': 'node', 'instance': '192.168.0.113:9100'}"
e007bbcc653a5c0d2f5bbe31d9d44c0ebfb7ce9b,"{'cpu': '0', '__name__': 'node_cpu_seconds_total', 'job': 'node', 'instance': '192.168.0.108:9100', 'mode': 'user'}"
457bdb0916671df44501c60cc110bb7477657279,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'bcache', 'job': 'node', 'instance': '192.168.0.107:9100'}"
e2ee04e17a02eb0c145fa3b477111adc2a336d05,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'hwmon', 'job': 'node', 'instance': '192.168.0.108:9100'}"
7424ab808f64cf4ea8f3540b40cd617686437a63,"{'__name__': 'node_disk_io_time_weighted_seconds_total', 'job': 'node', 'device': 'vda', 'instance': '192.168.0.108:9100'}"
c200ede2e6c8d2c873a36f63e0d9d11abfb3a546,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'netstat', 'job': 'node', 'instance': '192.168.0.109:9100'}"
77f6e54210728a6cee348c1567f0b90a9318c23c,"{'__name__': 'node_memory_Committed_AS_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
1f62ec316f440c7f4080c5ceaf68764d7baa5286,"{'__name__': 'node_context_switches_total', 'job': 'node', 'instance': '192.168.0.116:9100'}"
6ff730917d83d4189b91778085f17a8507635116,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'loadavg', 'job': 'node', 'instance': '192.168.0.108:9100'}"
64a3bb79915651ff197b9d97029161f76dd9002b,"{'__name__': 'node_forks_total', 'job': 'node', 'instance': '192.168.0.116:9100'}"
3f9ac3e82d6c4d0d3800dd0bb05c2db7ccfdd5d8,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'textfile', 'job': 'node', 'instance': '192.168.0.109:9100'}"
22803cf3a77cbd9a80b2b043d7ab742a34d91ead,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'nfsd', 'job': 'node', 'instance': '192.168.0.107:9100'}"
9ef05c63d75badf74e8b2987f93c8c3944faa3c1,"{'__name__': 'node_memory_Buffers_bytes', 'job': 'node', 'instance': '192.168.0.116:9100'}"
563449ab7cdd2cbc3fcfe671a43aa7b699789309,"{'__name__': 'node_scrape_collector_duration_seconds', 'collector': 'hwmon', 'job': 'node', 'instance': '192.168.0.107:9100'}"
